asin;helpful_vote;parent_asin;rating;text;timestamp;title;user_id;verified_purchase
1586280554;1;1586280554;4.0;Cody is a cool cow who loves his family and soccer. He is also allergic to milk. This book focuses on the feelings some children may have when discovering they have an allergy. At first Cody fears he did something wrong that has caused him to be allergic to milk. After all, Cody’s friends and family can drink milk. He then accepts that he was born with the allergy and did nothing to cause it. The book also educates the reader on foods that can hide milk such as ice cream, yogurt, and candy bars. Additionally, the book points out the difference between lactose intolerance and a severe allergy. Cody gets hives, swelling, coughing, and he could even stop breathing. Cody and his family are very careful about the foods that he eats, but his mom still carries an EpiPen everywhere he goes. He is still able to eat other fun foods and he and his parents hope that he will grow out of it one day. There is a note to parents and teacher in the back along with a list of resources.<br /><br />Similar to Allie The Allergic Elephant this book does a great job of capturing several elements of allergies from the feelings the person with allergies might experience to the act of carrying an EpiPen. Unfortunately, it also contains the same unrefined illustrations. Hopefully adults and children can move past them and embrace these books for the wonderful tools they are!;1517691805692;Very Educational;AH44RUNOBWHIMDEJ6LMNKJU7PPMQ;False
B00BPA1T8G;0;B00BPA1T8G;4.0;Ordinary Grace is a novel that has been getting a lot of buzz, and since I tend to enjoy coming of age stories, I decided to give this one a try.  The story is narrated by Frank Drum, looking back at his youth in Bremen, Minnesota, in particular the summer of 1961 when Frank was just thirteen years old son.<br /><br />Frank is the middle child, his older sister Ariel is eighteen and a talented pianist. She has a promising future in store, having been accepted at Julliard School of Music. Younger brother Jake, is eleven and suffers bullying and humiliation for his stuttering, an affliction which only seems to surface when he is outside of his home. Their father is a Methodist minister in town and their mother Ruth is unhappy in her role as the wife of a minister. Ruth is a woman who was a talented musician and thought she would be marrying a lawyer, but war changes people, and after Nathan returned from the war, he felt a calling toward religious life instead. His wife doesn't share a strong faith in God to do the right thing, especially when time and again bad things happen in life.<br /><br />In this normally quiet town four deaths occur in that summer of 1961, the first one involving a developmentally disabled young boy along the train tracks, and shortly after, in the same area, a homeless man is also found dead. Two more deaths/murders follow and one in particular, changes this family forever.<br /><br />Part mystery, part coming of age story, this was an enjoyable story that held my interest until the very end.  The characters were compelling, and the writing good, but I had an issue with the way Frank always seemed to be in just the right place to overhear critical conversations, yet I do understand with a story like this, that device might have been needed to move the story a long.  Despite this minor issue, Ordinary Grace is a worthwhile read.  The audio book was read by,  Rich Orlow, who did a great job.;1392386110000;great audiobook!;AHAR2ITQ3O2FJJDLIORAQ226KZHQ;False
1906002231;5;1906002231;4.0;Not your typical rock star type autobiography, but then Bruford isn't your typical rock star.  In fact, post Yes, not a rock star at all.  This was really more of philosophical treatise than an accounting of his career.  A great deal about what it is like being a musician, especially one who plays more for art than money.  His view of his profession, as well of his career, was a little bit disturbing.  I know the music business is about as sleazy as the movie business, and he drove that point home.  He also doesn't seem particularly happy about his career overall.  More than a bit of sadness as he looks at it from the perspective of it being behind him now.  A bit of bitterness, along with some very revealing insights.<br /><br />I enjoyed it and recommend it, although perhaps not for the reasons I expected.  Not a kiss and tell approach with a couple of notable exceptions.  I believe I would enjoy dinner with Mr. Bruford.  I don't thing I would enjoy one with Robert Fripp.<br /><br />For the record, pun intended, Bruford is one of my favorite all time drunners.  Loved his work with Yes, and contrary to his statements otherwise, Alan White was not up to the task of filling his shoes, really enjoyed some of the fusion work, especially when he was working with Jeff Berlin and Alan Holdsworth, and my tastes followed his as I became more of an acoustic jazz fan.  I own all of the Earthworks albums.  They require more of the listener than his earlier works, but were the creations of very sophisticated, talented musicians.  I was very happy when he got through his electronic kit phase.  Give me five seconds of any Bruford piece with his snare and I can identify the drunner.  King Crimson is a notable exception to the above.  I wanted to like them.  Perhaps Fripp's personality came through too much for my tastes...;1375665180000;Different....;AH57HG2KBYU43RIFMRLOKTLYFIGA;True
B003QKALOQ;0;B003QKALOQ;5.0;"Horatio Alger would love John Maxwell's ""Failing Forward."" Maxwell's bestseller is about persevering though crisis and through hard failures.<br /><br />Like many of his self-help contemporaries, Maxwell use lists to outline his ideas. Also like the other books on the ""how to live life better"" are inspiring anecdotes of famous success stories, like Mary Kay Ash and the late Truett Cathy. It sounds like an Amway sales seminar.<br /><br />Where I think this book is different is that Maxwell feels free to acknowledge failure as a given. Rather than pretending failure is a negative attitude, he unpretentiously says failure should be embraced. It is part of the risk process.<br /><br />Failure, Maxwell contends, is part of success. His play on words ""failing forward"" instead of ""falling forward"" is means more than to bring a smile. Like a running back in football, tackled hard by a player much bigger, will try to use the momentum of falling to reach the football another foot or two into the end zone. If he fell backwards, he loses a yard. If he falls forward, his team gets a touchdown. That is more or less Maxwell's thesis in the book.<br /><br />It is excellent as an audiobook for those with long commutes.<br /><br />I fully recommend ""Failing Forward: How to Make the Most of Your Mistakes"" by John Maxwell.<br /><br />Anthony Trendl<br />americanspeechwriter.com";1410199144000;Failure is a Given: Work With It;AGXFIFO4VWNHPAX3VJPRQ2QJSCSQ;False
0812415280;1;0812415280;5.0;"Holden Caulfield said things I could never say, those things I would never say if I had the chance.<br /><br />How many teenagers felt that way reading ""The Catcher in the Rye""? That's why teens are reading this book. That is why more often than not, they enjoy it more than writers like William Faulkner.<br /><br />J. D. Salinger was not a shock artist. He did not use offensive themes and language to stir up publicity and talk about freedom of speech. He employed his freedom of speech as a tool to communicate, not to infuriate. As a result, he wrote a magnificent book looking into the psyche of youth. What makes Salinger a classic writer, and wealthy publicity hounds like Eminem and Howard Stern noisy wannabes is that within his language, there is truth.<br /><br />While Holden searches for himself, and the meaning of life, he was a younger version of those in the Beat movement, or James Dean. Readers go from ""Catcher"" to Jack Kerouac's ""On the Road,"" with the same easygoing, streaming thoughts kind of way.<br /><br />""The Catcher in the Rye"" grabs at the introspective self. Like so many of the Oprah books are for women, ""Catcher"" is the for teen male. (Did I offend the teens guys, or the Oprah fans?)<br /><br />I fully recommend ""The Catcher in the Rye."" It is close to being a literary masterpiece, and will intrigue even the passive reader.<br /><br />Anthony Trendl<br />editor, HungarianBookstore.com";1127140831000;Holden Caulfield's Voice Speaks Powerfully of the Human Condition;AGXFIFO4VWNHPAX3VJPRQ2QJSCSQ;False
140272652X;0;140272652X;4.0;Good puzzle book;1446306161000;Good puzzle book;AF4WWSA4IKSV6BHTW3WMTEIX3LXQ;True
1932855823;1;1932855823;5.0;"I ordered one for a gift exchange at our local Corvette Club.<br />When it arrived, I couldn't believe what a wonderfully fun book this is!!!  I ordered the next one to keep and enjoy.<br />You cannot imagine how fun this book is until you see it.  It has all kinds of great items that come within it.  It's like an activity that you can't put down.  Everyone in the family, from teenage son to parents, all wanted a ""turn"" at seeing this book!  It's that wonderful!<br />My thanks to the author and publisher for creating this kind of fun book to showcase what I believe is the ultimate fun sports car!!";1202459973000;Fun, fun, fun!;AFNXZN3MNOLGXFH4WXZQ6774PWYQ;True
1416927182;0;1416927182;5.0;My son loves this song book. He can't put it down!;1576889538084;Kids love this!;AGAFKHILSYNE4K6FUYUC3K4TZBFA;False
B073YGY4VG;0;B073YGY4VG;5.0;I idnt . know what to expect, but got a series of crime mysteries that were well developed, with interesting characters, multiple backstories, and endings that were a good mix of success, failure and human frailties that really hits home. By;1668895072080;Good series to read after a total knee replacement;AH53F6EZRCQB7RGUE2XJ2VXTZ2XA;False
1506704875;0;1506704875;5.0;Surprising big! You can tell the love that went into this book after only a few pages.<br /><br />Get all the in-depth details you could have gotten on the dvd commentaries if Doc and Jackson weren’t bantering half the time.<br /><br />I only wish I somehow included the whole series now that it’s wrapped up (besides the final movie);1621141595632;A must have;AEZ4HV5HMTP6XWWWCGQ5ZOEDERVQ;True
0847831019;1;0847831019;4.0;A nice and sturdy book for your NE library collection.;1552062757547;This is delightful!;AGJ3XWQI46FTJ77PQHHVT5D56FTA;True
B07ZNW4NVN;1;B07ZNW4NVN;5.0;As usual, lots of action and excitement.  The main story line kept me involved right up to the last chapters.  A very unusual plot/mystery was spell binding !<br />I have read each of the books  in this series and recommend them all.;1581538641322;Pendergast does it again!!;AEYAEPOMFNAQ5PR6DCYSONJFBHIA;True
0385474555;12;0385474555;5.0;"Violence and corruption in Nigeria have recently made the headlines again, and thousands of refugees seek asylum in Europe and elsewhere - Chinua Achebe's books, and especially &amp;quot;No Longer at Ease,&amp;quot; seem particularly relevant. I am struck again by his insights into what happens when traditional values are rejected and new ones not fully internalised. The overlap of old and new is awkward and painful, and the result is inner turmoil, confusion and loss of identity. The few get rich, while most people feel poorer than ever in a climate of rampant materialism. In many ways, the current atmosphere in former communist countries seems to echo and parallel that of Achebe's books. A wonderful book, and Achebe's English is so beautiful!";893330694000;Rediscovering a classic of African Literature;AG77W4SMHXVDM7L5D3YR4ZIVTUBQ;False
0778312682;0;0778312682;5.0;would read it again, Lt Jackson is a great role model.;1461769793000;Lt Jackson is at it again.;AFCYS4IB2ZR4KZEVP2GFUMKYSNZQ;True
B07C9MBL72;0;B07C9MBL72;5.0;I always enjoy fiction based on history.;1552648793518;Historic fiction of World War II;AE372L4ZVM5BC5FPURCVDTIWRWOQ;True
1501137964;2;1501137964;4.0;Very good read. Trump lays out a pretty good road map for what he wants to do as president.;1468858154000;Very good read;AFJFW44FEUUIFFHPPKZAHMJ6E6NQ;True
0312367813;0;0312367813;5.0;Catherine's book truly captured the time of rock, partying and fashion.  She made<br />some astounding choices and showed amazing bravery.  I would love to hear what<br />she is doing now.  Sequel ??;1369259659000;Great book;AFHWY2EHQGH646KYMXMBFA53XRPA;True
076433994X;0;076433994X;4.0;"It's probably not the fault of the book, but I am still confused as to weather the marbles I have are ""hand made"" or ""machine made"" I've had them for 40-50 years and I think they are hand made.";1603974658673;Identification.;AH2276UBFZXDXIBI2EG3VTP2NJDA;True
1474803423;1;1474803423;5.0;I LOVE THIS BOOK!<br />The pictures are very clear and the text is simple. Very engaging while teaching a great lesson to young children.<br />Definitely recommend it!;1505163053140;I LOVE THIS BOOK;AGGZSJSOOEYIOQL2BTNRRKKMVGZQ;False
0634069284;0;0634069284;3.0;Get one with a cd or it's useless unless you're great with timing.;1460894884000;Needs cd;AFHDXRVY6XZO6QVPIOOQRODJK54A;True
1942775016;0;1942775016;5.0;Always great, as all WeMoon items are. We use them all year and have for over 25 years.;1477439398000;Best way to know where you are at any time!;AFI2FUWA4XBXB5YCGHYY3FL2SZ6A;True
0133460622;2;0133460622;2.0;Wish it got straight to the point with less extra content.;1436407047000;Two Stars;AG7OCO74EEG4B3BW6P72XSTPSJHQ;True
0985874600;1;0985874600;5.0;Yes, I gave Nyx 5 stars & I don't run around, Willy Nilly givin out 5 stars. This is the authors 1st book & I hope it won't be the last. This was the most funny, wrong on so many levels, creative, vivid, entertainin, violent book that was a pleasure to read. No, I do not know the author. No, I'm not gettin paid for this review. This book had everything I look for, when I'm lookin for a book. U've read the description, so I'm not gonna regurgitate it. When u think it's goin 1 way, it goes another. When u think u know what's gonna happen this time, no u don't. I can't praise this book enough or the talent of the author. I actually highlighted parts in this book. If I took the time to highlight parts, u know it's really good. Oh & the fact that it's interactive was great. I was ctfu & readin parts to my husband, who said Nyx sounded like me. LOL!! I did recognize that she sounded a lot like me. If u've already read the book & u're readin this review, u've gotta be thinkin I must be a lot of trouble. Well yes, I am. If u're readin this review & haven't read the book, u've gotta read it, by hook or by crook, come Hell or High Water.;1376937548000;LOVED IT!!;AGWPH4U57SPEBNDZVV2XQWFZ6SNA;True
0470084901;1;0470084901;5.0;The book was as good as new!<br />This book is required for my animation processes class.<br />Very interesting and a good guide book to learn about computer animation and effects for beginners.;1365997940000;Good quality;AFC2WED7UWEVLM5UORHEYEUFPKPQ;True
0131360205;0;0131360205;5.0;It's the book my son uses in school this year. Having an extra copy means he doesn't have to schlep it back and forth so much. Worth the price.;1450559312000;This is the book my son is using in school this year.;AFD2OZVYFUE7RZMAX3SIJ6RN4UYA;True
B0064CPN7I;0;B0064CPN7I;5.0;Read this book 50 years ago and found it riveting then.  Reread (along with my 13 year old grandson) recently and found it just as riveting now.  So did he. This is a book for teens up.  In fact, my grandson and I are handing it out, free, for WORLD BOOK NIGHT on April 23.  It speaks to our time as much now as it did when it was written...perhaps more so.  With instant communication we are followers of any rumor, lie, innuendo, etc. that is posted.  We have stopped questioning and thinking.  This book shows what happens when we allow others to think for us.  When we become sheep.<br />Farhenheit 451 should be on every book list and in everyone's library to remind us - TO THINK.;1366390007000;A true classic;AHIX5IJFCT34SWCHSE3D3DPQ4FHQ;True
0694006513;0;0694006513;5.0;Such a cute story about berries and silly.  I was initially not a huge fan but my daughter picks it out a lot and it has grown on me.;1454537165000;Such a cute story about berries and silly. I ...;AHUMMVY22WE2XDN44ICGANTPBK4A;True
0874869722;1;0874869722;5.0;Thank you NetGalley and Plough Publishing for the DRC.<br />This beautiful picture book takes a look at the wonderful things that can be found in the portion of land held between the fenced in borders of North and South Korea. This area is know as the DMZ (demilitarized zone) and no humans are allowed to set foot on it.<br />As a result all kinds of plants and animals you may not find anywhere else in Korea flourish and live in harmony there. The author has hope that one day the fences will come down and all the Koreans can live in harmony together as well.<br />I hope I get to see that too.;1552063642957;This is a lovely way to educate children (and adults) on peace and acceptance.;AG3BG56YCAEW333N3PNXIEALYDQQ;False
0528015478;0;0528015478;5.0;Full disclosure....I plan on absolutely destroying this atlas. My 5 year old is in love with cars and is facinated with maps. We are throwing him a road trip birthay party....and these pages will be turned it garland and other decor.<br /><br />Sorry, Rand McNally. I'm sure an awful lot of effort went into this 2017 version. But rest assured....St. George, UT will make a lovely garland and metropolitan Atlanta will be a cupcake stand focal point.;1469327863000;This road ends with a party.;AE7F435MA2W6ELDKKP3NY457G54A;True
0803736800;0;0803736800;3.0;It's fine, but I don't understand why it received such high praise. As far as children's books go, this is not one of my favorites...or a favorite of my toddler.;1548790441940;Not really sure why people love it so much;AEAELZIRO5PWDAAT65QQJI2JUABQ;True
0873587154;0;0873587154;4.0;great!;1489600351000;Four Stars;AEP7SVTUDTL76DG2R5EVQYHIQDKA;True
1501002678;2;1501002678;5.0;This book was a great read. I literally couldn't put it down. Kara was believable and witty. There were moments when I wanted to smack Kara and others when I wanted to cheer for her but mostly, I just wanted to hug her. Kara was very relatable like a neighbor, family member or a good friend (it felt as if I knew her). I laughed and cried. I enjoyed hearing about Kara's mistakes and triumphs and I really hope that there will be a sequel to this book! This was a wonderful first novel by a very talented author!;1413763995000;This book was a great read. I literally couldn't put it down;AEBIA2M74OIBEH5L7E3AZFFCO4EQ;True
B07KF46YBG;0;B07KF46YBG;5.0;Witty, I was actually laughing out loud with some of Susan’s humor, great job Vivian for throwing some lightness into the story!<br />I looked all parts of the story. Thanks for sharing it with your audience. Now on to book 2;1647201633109;I enjoyed this book;AFGPUOEEUHUQRGCAISCGRQM5T3CA;True
B00NI969FA;0;B00NI969FA;5.0;love it;1462303385000;Five Stars;AE6PE4U3YU4AJCHAHNEZYUICVM2A;False
B09ZD2TSM1;0;B09ZD2TSM1;4.0;Wild ride great Sci Fi adventure .Can't wait for book 2 ..a new Genre from a Favorite Author ..;1652100018116;Great New Series;AGWIQHSO5VR5HPZIG3DX4H6OXJBQ;False
1250025230;0;1250025230;5.0;Have tried a few other crossword puzzle books (by day) and find them too difficult for a beginner.  This book is great as it has some easy words and some you have to really think about or do some research to find the word.  Puzzles on both sides of the page.  Looking forward to graduating to Tuesday, etc.;1594832592387;Great for beginners.;AFRPFE5V7HMW66VES2D3QUQO4ITQ;True
1501228668;2;1501228668;5.0;One of my very favorites!;1565752161223;Uncle Fred and PG Wodehouse are the best!;AEKDERGRXJOBU4NLUX5H42IGISTQ;True
1494781824;0;1494781824;3.0;Wrong purchase.  I had ordered an actual marble not a book.  Therefore I have not read it.;1482573987000;Wrong purchase. I had ordered an actual marble not ...;AE5VJHBQ7NWHCL455SU2ZODMRCIQ;True
1878424114;0;1878424114;5.0;The Seven Spiritual Laws changed my life and really made me take a look at myself. I loved this book, it is the most charished books i have. I ahve read it numerous times and suggested it to all of my good friends. This  book has made me see a light of goodness and warmed my heart!! Deepak  Chopra is one of the most knowledgeable people i know of and i recomend any  of his books, they are all wonderful!!;923505505000;This book changed my life!!!;AG26OC5BQZDAMM45CZ676FRAE7DQ;False
0451406257;5;0451406257;5.0;This book is well written and engaging.  I recommend it for people who are interested in true crime and who have the stomach for it.<br /><br />The author was a police officer in Chicago.  This gave her a lot of important insights into the situation and an understanding of many issues such as prostitution and how the Chicago criminal justice system and the Chicago press works.<br /><br />According to the back cover Robin Gecht had at one time been a co-worker of John Wayne Gacey.  This is ironic in the sense that Gecht could have very easily ended up in Gacey's crawl space but fate had other plans for him.<br /><br />People in this world will I guess often cross paths with others who want to follow the same destiny as themselves.  It could only have been the dark forces of hell that brought these characters together.  There's an undercurrent of Satanism throughout the book even including activities at the High School that these nuts occasionally attended.<br /><br />Gecht and his pals engaged in Satanic rituals.  Gecht seemed to have some sort of hypnotic power over them which they could not easily describe to the police.<br /><br />The mother of a missing girl was talking to Gecht who just seemed to ramble on and on until she finally realized that he was somehow hypnotizing her.  He had what I guess is called an 'evil eye'.<br /><br />People like this become possessed by a perverse and evil force.  They are expressing their desire to get into hell I believe.  In that sense the true explanation for their behavior will not be found in psychology.  It will be found in the spirit world.<br /><br />There is some suspicion that Gecht attempted to kill another prostitute even after he had been questioned by the police and was bonded out of jail.  He must have realized that the noose was closing in on him.  If this is true it shows how powerful his need to do evil was.  Nothing else mattered.  This evil force had completely taken control of his miserable life.  It seems like the police should have been keeping closer tabs on him at that point in the investigation.<br /><br />FBI profiler Robert Ressler happened to be in Chicago when one of these horrific crime scenes was discovered and he provided a psychological profile of the killer.  He predicted the killer would be slight of build and bisexual but perhaps secretly.  That was deadly accurate for Gecht.<br /><br />All of these characters had sexual issues.  A serial killer, although sexually motivated, actually has an aversion to sex I think.<br /><br />The Ripper Crew found some spare time to drive up to a group of guys and just start shooting them.  One was killed instantly and another will be in a wheel chair for the rest of his life.<br /><br />They 'left their mark' as the dim witted Tommy Kokoraleis profoundly expressed it.<br /><br />Being the coward that he is Gecht requested to be segregated from the rest of the prison population, correctly realizing that, as Jeffrey Dahmer found out too late, his hypnotic powers and black magic would not protect him from the vengeance of the inmates.  Indeed there are many forms of 'black magic' inside of prison.<br /><br />These guys are hell bound.  I don't think anyone should doubt that.<br /><br />I heard about this book on the strange TV show American Occult which aired on Discovery ID back on Friday May 13th as I recall.<br /><br />Jeff Marzano<br /><br />[[ASIN:0061139610 Black Dahlia Avenger: The True Story]]<br /><br />[[ASIN:0786011998 Slow Death]]<br /><br />[[ASIN:B000EHWHX2 My Descent Into Death and the Message of Love Which Brought Me Back]];1307518576000;The Chicago Ripper Crew;AFAMZKH53424YKEHYPJ4IG3YEHSQ;False
8172344449;2;8172344449;1.0;Sheela is the worst. This vile woman is more responsible than any other human being for Osho not receiving the universal praise and admiration he deserves.;1523465422622;Don't waste your time;AFZX4BXPC7TNCHFDEYJPGLHUCEKA;False
1449483186;0;1449483186;5.0;Very pretty Thomas Kincaid pictures (as usual) to color! Very sturdy book! Glossy pages.;1581365208627;Great book!;AF6Z53ECCVXXRXHTQZPBU5PP5MKA;True
B016EJ5168;0;B016EJ5168;5.0;All grown, old friends and love of his life.  Never far from war of all kinds and pen and paper;1513905189790;Good for a continuation from St Patrick's;AFAOFTHD5OAPY6CHFDNEEZOA6ADA;True
0990941000;1;0990941000;4.0;Nice group of stories;1419359115000;Four Stars;AGUCZVFFKZARMMV37IPGBIT2N4GA;True
0983793905;0;0983793905;4.0;One realizes from reading this first of Joe's books, that he is destined<br />to become a great writer. Already the instincts are there and the talent<br />to make plots that are interesting and full of unexpected twists. I cannot<br />wait to read more of his work.;1389053661000;Interesting Read;AHWWX3DLHONKSILTZOJEHX5XAZWQ;False
1984268945;2;1984268945;5.0;The author gets you to think and get out of any kind of slump and make things happen !;1636069777189;Good motivational book;AHCF655VBGFOCFCA4HDTUJEFHXKQ;True
110198256X;0;110198256X;5.0;We, my hubby and I, are big fans of Ivan Doig. His people are believably charming and interesting. Bloodshed, murders and car wrecks are non existent in Doig's books.;1492885687000;Onother winner from Ivan Doig!;AEAFIUSMV52ZPFSYG5RIJLLQRKGA;True
